Paziente :
Esame :
Occhio : False
--------------------------------------------------------
Note : 
--------------------------------------------------------
SIM-k : 
K1 = 43,41 D @ 105°
1,96606967723458
1,96705320478026
1,96804027916389
1,96900006213418
1,9699064563524
1,97074152993134
1,97149948122588
1,97218920920422
1,97283427432229
1,97357404879673
1,97423717781472
1,97497430674062
1,97592391918742
1,97720303345036
1,97835574951936
1,97967788227728
1,98109375029549
1,9825901954371
1,98411894642648
1,98563077030856
1,98707650470022
1,98841564502719
1,98961842300664
1,99066561976893
1,99155987697461
1,99231015124688
1,9929403413021
1,99348564078324
1,99398806125916
1,99449127904709
1,9950357824741
1,99565281631771
1,99636286495018
1,99717128276819
1,99807196671739
1,9990447012721
2,00006076070934
2,00108474914611
2,00206910246624
2,00296738019435
2,00372910572923
2,00430692708239
2,00466326873253
2,00477221467763
2,00463091905585
2,00425454832076
2,00368198125533
2,00296934138502
2,00217763140661
2,0014104081745
2,00071270867127
2,00015579038584
1,99978373458496
1,99961694124806
1,9996502259317
1,99985280088231
2,00017069562276
2,00053592064662
2,00086709826785
2,00108878619123
2,0011330838705
2,00095585591525
2,00053552272337
1,99988120361184
1,99903038231964
1,99804673892367
1,99701020705603
1,99600613584818
1,99511747503956
1,99441140929672
1,99393385951283
1,99370440518843
1,99371594121044
1,99393761878288
1,9943194140056
1,99479923325685
1,99530952272676
1,99578526703242
1,9961701522671
1,99642174428206
1,9965176634845
1,99645437395841
1,99624855052006
1,99593168427707
1,99554479737009
1,99513014909138
1,99472340062387
1,99434914019363
1,99401496736037
1,99371122551957
1,99341462835297
1,99309292825409
1,99271074242123
1,99223642339093
2,15178655452058
2,15045625403277
2,14928359514565
2,1482778905582
2,14742753264831
2,1467028694887
2,14606448434053
2,1458966875578
2,14528921984738
2,14465190184162
2,14396502884648
2,1432197727009
2,14241476334857
2,14155439661184
2,14064079322931
2,13966104580686
2,13864428608058
2,13754418440529
2,1363393640338
2,13500903595911
2,13353812998072
2,13192508593631
2,12973148509653
2,12742905285835
2,12703876065869
2,12534983010742
2,12362363163222
2,12252833532258
2,12133655913672
2,12054098834524
2,12017922780517
2,12050813381651
2,12104830665453
2,12221714197613
2,1233378369571
2,12455344916382
2,12573614772522
2,12673854983039
2,12843496709273
2,12837990729162
2,1282146041677
2,12774586532165
2,12705756291079
2,12626650960884
2,12552802679296
2,12495031803745
2,12461754237491
2,12457614727722
2,12478553643279
2,12518860712361
2,12569326797015
2,12617667905936
2,1265128552109
2,12662446684429
2,12642051802821
2,12588064850952
2,12502560902652
2,12392628625603
2,12270052124941
2,12004267510764
2,11886879702236
2,11829909090095
2,11824846578715
2,11880433533408
2,11998974774561
2,12176067589725
2,12401260751902
2,1265978052317
2,12934418448586
2,13207476092422
2,13462653824366
2,13686381197485
2,1386890854716
2,14031708727967
2,14119748816764
2,14163704279098
2,14171501873147
2,14153554660112
2,14121133823097
2,14085580256844
2,14053071891626
2,14032291311452
2,14025081290865
2,1403160494189
2,14049949671708
2,1405712449161
2,14094656909786
2,14132998172592
2,14124958907589
2,14160054264573
2,14175292131117
2,14186318171653
2,1419658604968
2,14210675259648
2,14233411287823
2,142689318979
2,14318593604591
2,14381464182751
2,14453256253431
2,14526557235525
2,14591996901927
2,14639164317923
2,14658284308987
2,14641137457326
2,1455071695912
2,14447452838319
2,14301487700673
2,1411738242161
2,13828804553421
2,13593835362759
2,13352536639696
2,13117986327644
2,1290255057831
2,12716327521458
2,12565980351762
2,1245440771023
2,12380650933857
2,12340532476933
2,12327308509517
2,12333161619973
2,12263809083915
2,12282971465514
2,12295087601215
2,12292333715223
2,12268585070384
2,12219967735205
2,12145416701289
2,12046378487796
2,1192636650665
2,11790485106681
2,11644559693063
2,11494923673189
2,11348404972475
2,11211354381252
2,11092769813782
2,10997293262379
2,10982038599762
2,10954238729266
2,10964067093101
2,11010450655723
2,11089330615139
2,11194287674458
2,11317376430489
2,11450145544561
2,11584472471966
2,11713717961842
2,11832288309484
2,11936801301409
2,12024747753132
2,12049990798298
2,12103582928204
2,12145023964208
2,12177085848041
2,12202893774739
2,12225779208768
2,12248771710028
2,12274729326019
2,12283730576314
2,12321355849413
2,12368646071824
2,12427321532474
2,12499064293036
2,12584371314236
2,12683864073532
2,12797276575023
2,12923314446842
2,13059928675743
2,13204081288921
2,13352034619448
2,13499632815034
2,1364286768897
2,13790977641403
2,13915902113857
2,14029567840759
2,1414508984471
2,14276220707858
2,14371314274632
2,14472502324746
2,14579484520303
2,1470071015744
2,1484040861324
2,15000678133804
2,15181282608841
2,15379339174484
2,15589722617388
2,15805225017875
2,16018503814896
2,16220571062519
2,1640429687055
2,16564030859962
2,16696693003439
2,16801871968609
2,16881855402803
2,16941121086048
2,1698548207052
2,17021381453367
2,17054989855726
2,17091384810219
2,17134123974691
2,17184900650113
2,1724291841683
2,17305765272994
2,17369352173271
2,17428572072019
2,17478146475498
2,17513415829835
2,17531234069422
2,17529902252537
2,17509708121083
2,17472528714186
2,17420441485137
2,17360615696928
2,17293785086316
2,17224758051351
2,17156505361093
2,17091254641591
2,17030356289518
2,16974335413031
2,16923204013999
2,16876683966795
2,16834123051323
2,16795158220487
2,16759378548182
2,16726611452923
2,16697123224155
2,16670458708291
2,16646451446622
2,16623717406412
2,16601173800767
2,1657690489606
2,16548740744249
2,16514564959317
2,16472822592793
2,16422964621097
2,16365936583319
2,16304277000162
2,16241843324835
2,16183462946565
2,16134137730951
2,16098105115357
2,16078070968315
2,16074656792115
2,16086093740328
2,16108305042854
2,16135241522066
2,16159652226889
2,16173872249349
2,16170658501621
2,1614427616721
2,16091057442261
2,16009999961913
2,15902751128304
2,15773706480914
2,15629194529915
2,15476800308344
2,15324379557488
2,38129412071385
2,37979547625105
2,37843968719462
2,37725376141625
2,37623948311064
2,37537286940794
2,37461362228354
2,37441612416036
2,3736920177393
2,37291282430881
2,37203912456794
2,37104804608558
2,36993492560076
2,36871109917151
2,36740264754578
2,36603036357359
2,36467725737778
2,36333817738177
2,36203589434812
2,3607770755687
2,35955410111963
2,35834440407615
2,35657633451626
2,35472998821769
2,35511289496096
2,35379673925356
2,35218463053318
2,35100045950925
2,34934427954405
2,3478165416626
2,34652522712079
2,34588408785486
2,34546239490492
2,34591031676739
2,34657234524448
2,34773926227739
2,34933411321451
2,35120153006219
2,35433031433663
2,355728676101
2,35718929683072
2,35831066648229
2,35901281028041
2,35927079789733
2,35914358474386
2,358682173843
2,35796577154177
2,35708507833606
2,35607686708318
2,35499271864657
2,35386413500543
2,35268285010021
2,35142268957577
2,35008230007714
2,34860632223269
2,34698319540418
2,34521583517767
2,34334452689284
2,34145478619115
2,33795394922985
2,3362543555478
2,33530160121502
2,33499730446965
2,33546418974052
2,33675706539958
2,33885186765248
2,341649668398
2,3449877672895
2,34866396751122
2,35245606010226
2,35614792577126
2,35954804658318
2,36250579560161
2,36524254910471
2,36707823958305
2,36835784782357
2,36916428336958
2,36961834260162
2,36985524714956
2,37000946661685
2,37015215618432
2,37037446341459
2,37068048004427
2,37104646460183
2,37142176747851
2,37150483351505
2,37177247131062
2,37185777974644
2,37119094827668
2,37084737578593
2,37007864388336
2,36908200463133
2,36790930609469
2,36662735328953
2,36531024285193
2,36403197918772
2,36284967132484
2,36180492951764
2,36091474727487
2,36017487851514
2,35956264068452
2,35904738486841
2,35859823430335
2,35819075603212
2,35743603591101
2,3570837253638
2,35677269663126
2,35651800724539
2,35545342392256
2,35535371131716
2,35536173034901
2,35547430870473
2,35567332649031
2,35592265216128
2,35617293773661
2,35636439337067
2,35643471334751
2,35632985858558
2,35600726669674
2,3554474871311
2,35362617902738
2,35262693601074
2,35143769120268
2,35009326863086
2,34863368612422
2,34710003445884
2,3455314687159
2,34396139695614
2,34241331502998
2,34090026499826
2,33942384685356
2,3379808517923
2,33657233900142
2,33520238679073
2,33391367572535
2,33272121089297
2,3322906277305
2,33152012121131
2,33104464893516
2,33091106995926
2,33114673432321
2,33175497180561
2,33271576289421
2,33398605247301
2,33550320710264
2,33719232701049
2,33896549614226
2,34073279275175
2,34240606518114
2,34336620239595
2,34462717746909
2,34565171587183
2,3464361009168
2,34700297424923
2,34739859393182
2,34768652339944
2,34793943901447
2,34796362256703
2,34834025679123
2,34887100577525
2,34958609920207
2,35049593405167
2,35157954047243
2,35280292309931
2,35411408715629
2,35545326457221
2,35675996157778
2,35798156739007
2,35907740545512
2,36002520305038
2,36082261230789
2,36163934899107
2,36220639622077
2,36272119005213
2,3633822725235
2,36437164419608
2,36507202530167
2,36595088505489
2,36695158925381
2,36810722525324
2,36939758993623
2,37078739113376
2,37223095429177
2,37367909286437
2,37508663997288
2,37641341176851
2,37763907602634
2,37874542712662
2,37973227931025
2,38061002113082
2,38139895256347
2,38212519895125
2,38281520516269
2,38349340016054
2,38417852827639
2,38488128683391
2,38560684087459
2,38635617062977
2,38712961813666
2,38792864600988
2,38875050272172
2,38959559454404
2,39045966237366
2,39133306685166
2,39220052337641
2,39303794831042
2,39382133985751
2,39451907008037
2,39510174342307
2,39554107259016
2,39580242012533
2,39591081895779
2,39582369481009
2,39556262485815
2,39514886088561
2,39461402776634
2,39399883882277
2,3933493692706
2,39271196759641
2,39213074354011
2,3916370654268
2,39125441496615
2,39098932753808
2,39083778498421
2,39078150291033
2,39079072982487
2,3908300598216
2,39085964731584
2,39084085926173
2,39074007188276
2,39053028773348
2,39019563441676
2,38973395333625
2,38916134861635
2,38850934328781
2,3878276103293
2,38717657351292
2,386621501322
2,3862237440475
2,3860315395556
2,38607274228409
2,38634808069588
2,38683154218766
2,38746949615187
2,38818742903993
2,38889755699449
2,38950562155518
2,38992284252773
2,39007439501746
2,38990719004982
2,38939853585278
2,38855321775757
2,38740880218899
2,38602766439749
2,38448990962153
2,38288403479492
2,54450144493856
2,54309021918765
2,54189813847102
2,54094338008901
2,54021536965879
2,53967649661922
2,539267075886
2,53950791928641
2,53909801729973
2,5385692871166
2,53784835268519
2,53688217274735
2,53564479618306
2,53414019914397
2,53240380152599
2,53048253008207
2,52851081858281
2,52653857980116
2,52465299350567
2,52293286188116
2,52142797971117
2,52015826381287
2,51847752649812
2,51694599862656
2,51823987312557
2,51767688319406
2,51681531726594
2,51639873902641
2,51526005645276
2,51400801843879
2,51270188648291
2,51179818048756
2,51081143566713
2,5105701582138
2,51041161119687
2,51081358611384
2,51182604500624
2,5133961528375
2,51677601012481
2,51852136547767
2,52071927681866
2,5228366712039
2,52466685432996
2,52603522917121
2,52684898125212
2,52702674277708
2,52656208269888
2,52552600668936
2,52400437401323
2,52217879881732
2,52027265124337
2,5185026833537
2,5170762866527
2,51619823863599
2,51594258663934
2,51635171243913
2,51737573689135
2,51889643809752
2,52074834454353
2,52070562054789
2,52240504425294
2,52422982783976
2,52574430746398
2,52688058957235
2,52763218292113
2,52805079793274
2,52823872982136
2,52832864089025
2,52845965124625
2,52874879368317
2,5292718232884
2,5300502545432
2,53105099711932
2,53256921976931
2,53374646969266
2,53484994283538
2,53579403992475
2,53652446739133
2,53703222239254
2,53735502850879
2,53752648158073
2,53767962178839
2,53790771351157
2,53831376106443
2,53898300034926
2,53969014766544
2,5410893650327
2,54278081061569
2,54406352069917
2,54611129148858
2,54789109702104
2,54944839588622
2,55064357518638
2,55136980790465
2,55157170489216
2,55125122544543
2,55046285537026
2,54930476160087
2,54789769802722
2,54636322326173
2,54480701923945
2,54330666640224
2,54190840100765
2,54062708942312
2,53900711632374
2,53791115129291
2,53686374197314
2,53582852745641
2,53373174402907
2,53264085496218
2,53153483819278
2,53043005245608
2,52934886953461
2,52831203226881
2,52732931358408
2,52639577056099
2,5254879801019
2,52457153284819
2,52360030120979
2,52253410652273
2,5201360235481
2,51880997166446
2,51732461202931
2,51569529940249
2,51395349467343
2,51215639960131
2,51037934303396
2,50870604097927
2,50721910483573
2,50598535464668
2,50504883520743
2,50442567644237
2,50410739961444
2,50405924311469
2,50425723862227
2,5046216765686
2,50582382896534
2,50644013693437
2,50710935928392
2,50779401341604
2,50846268696939
2,50908948147934
2,50965819408558
2,51015834204255
2,51058413881101
2,51093970141145
2,51122647439634
2,51144859035941
2,51161075484226
2,51108920223145
2,51115180204255
2,51123171330923
2,5113617764026
2,51158086831869
2,51192806067309
2,51243841467915
2,51313569709241
2,51371627318337
2,51477101064629
2,51597969368637
2,51729887278312
2,51867665197046
2,52005298211548
2,52138158725633
2,52262241781086
2,52375986371632
2,52479801093819
2,52576092325017
2,52669402263049
2,52764996824579
2,52868592445126
2,53003161625455
2,53137239867891
2,53289600127687
2,53476670950065
2,53710361246382
2,53907818083849
2,541134613755
2,5431202840811
2,54501613761414
2,54677627437641
2,5483726376932
2,54979493969636
2,55105290201172
2,55216923906608
2,55317434483936
2,55410841708403
2,55499992148415
2,55587509746614
2,55674972449562
2,55763142570423
2,55851649188381
2,55939592334164
2,56025501975521
2,56108023072204
2,56186210005206
2,56260028096521
2,56330491824218
2,56399718153
2,56470751752301
2,56546369725293
2,56629267271146
2,56720815087173
2,56820762829054
2,56927036404635
2,57035822235721
2,5714231384744
2,57240644247055
2,57324782880616
2,57389194571635
2,57427794444023
2,57441928103019
2,5742559535013
2,57380803604809
2,57310074206461
2,57217727002362
2,57109617648965
2,5699264897992
2,56874224622909
2,56761650234437
2,5666110606045
2,56577628441283
2,56514231628695
2,56471966196039
2,56449624588206
2,56443670978873
2,56449065315615
2,56459235745776
2,56467341192478
2,56466605186101
2,56451189241708
2,56416818815563
2,56361476695997
2,56285820997438
2,5619303999171
2,56088782480893
2,55980400781957
2,55875950884683
2,55783112135357
2,55708075439106
2,55654571744279
2,55623354108754
2,55612078813727
2,55615560425794
2,55626282461141
2,5563569770114
2,55634725295247
2,55615278551204
2,55571070500636
2,5549833768071
2,55396327577343
2,55267218241108
2,55116155917242
2,54950300958699
2,54778246300837
2,54608824670385
2,77545308202195
2,77482620486865
2,77428402199346
2,77380034072137
2,77333644590685
2,77284386059075
2,77226951725034
2,77225739009566
2,77133808460132
2,77018841137341
2,76878108111058
2,76710812837718
2,76518011344428
2,76303485925571
2,76073115949814
2,75833309856586
2,75600222704948
2,7537985678581
2,75183105817768
2,75020244679728
2,74899044227965
2,74824124685925
2,74721941000385
2,74658322444635
2,74944216560715
2,75028810497012
2,7508600429722
2,75191278304063
2,75195004401705
2,75153490800269
2,7505948455407
2,74954599227498
2,7477375723862
2,74610827446161
2,74390923210477
2,74177864567129
2,73991402470687
2,73843317359838
2,73899731941834
2,73782471637421
2,73753968476757
2,73768626496547
2,73813579957605
2,73873021175836
2,73934534288211
2,73980983282821
2,73999549718553
2,73983718261275
2,73927544813654
2,73837164643646
2,73724737164671
2,73604869782852
2,73494066988767
2,7341237818578
2,73369098072449
2,73372869065228
2,73424673311429
2,73519658595023
2,7364859222688
2,73563761115018
2,83291701476955
2,83326946345539
2,83332883037417
2,83323452954061
2,83315776580137
2,83327486743002
2,8337326714396
2,83462468183076
2,83597005351624
2,83770758773297
2,83970562198402
2,84178075028476
2,84372837602342
2,75533443396343
2,75710358396432
2,75887473880601
2,76062972439349
2,76236965175772
2,76410695735544
2,76586646915695
2,7676217942768
2,76941866439436
2,77122308523923
2,77300567476857
2,7747210204196
2,77599784677466
2,77754143617517
2,77889387029787
2,77930472748027
2,78027751412981
2,78077256211921
2,78102649289697
2,7810485667876
2,78084976069144
2,78044246730109
2,77983894402628
2,77904465750076
2,77806292078469
2,77688515590825
2,77549784956687
2,77388807512532
2,77205071199689
2,76999805289279
2,76776658736403
2,76489463807478
2,76250025120806
2,76015565905446
2,75794489005123
2,75470883999285
2,752947988595
2,75148611968115
2,7503223473943
2,74942714334007
2,74874705006257
2,74820700495822
2,74772560656926
2,74722330810508
2,74663559828961
2,74591694626801
2,74505346529626
2,74263386213558
2,74153693464461
2,74035050355497
2,73910141779957
2,73781278559033
2,73650845915941
2,73520745727278
2,73392856527561
2,73269075285735
2,73151048242974
2,73040673137755
2,72940071016238
2,72852357254949
2,72780396583019
2,72730205971348
2,72701771154785
2,72781860078858
2,72809752035093
2,72862685699957
2,72934902614309
2,73017316648354
2,73098558037447
2,73165788965543
2,73206381672749
2,73209107634148
2,73166470608723
2,73074413881173
2,72934275603811
2,72752341590011
2,72465947513376
2,72236518075749
2,72013778778087
2,71817264313763
2,71665738492819
2,71575053703879
2,71556014539573
2,71613250349877
2,71708338191438
2,71901308342745
2,72142838282503
2,72413009799499
2,72689946339358
2,72951699736128
2,73180281534002
2,73362963348492
2,73494207692616
2,73576257518208
2,7361841491642
2,73635975010489
2,73647341421643
2,73672100762311
2,73748723438557
2,7384991865751
2,74003415757542
2,74229840221295
2,74540673662513
2,74834205173776
2,75153509194489
2,75470566257295
2,7577279006488
2,76045440789425
2,76277636001328
2,76463773955939
2,76603667225229
2,76702196886091
2,7676785323197
2,76812569870739
2,76847826568817
2,76884943748382
2,76932883390699
2,7699760269428
2,7708122827013
2,77182327240047
2,77296236307183
2,77415952860818
2,77533329764595
2,77640761075371
2,77731797452734
2,77802899056796
2,77853774579442
2,77886943204589
2,77907975433095
2,7792433292647
2,7794430676989
2,77975689827526
2,7802515971456
2,78097120686678
2,78193080260792
2,78311535065938
2,78448042837695
2,78593679566754
2,78744828052138
2,78886249105757
2,79009774892782
2,79106536710014
2,79169507320999
2,79194244513221
2,79179190066208
2,79126002543235
2,79039232401064
2,78925586269045
2,7879398115809
2,78653986310308
2,78515517186654
2,78387477630035
2,78277174242574
2,78189847645305
2,78127985508625
2,78092256958243
2,78080781237484
2,78090051026474
2,78115459734911
2,78152081790999
2,78194792949104
2,78239305342204
2,78282350192445
2,78321527726475
2,78355632723674
2,78383998265144
2,78406440854299
2,7842284062136
2,78432845358784
2,78435749392987
2,7843043730582
2,78415437471527
2,78389233097787
2,78350664230454
2,78299055169786
2,78234387037095
2,7815786461165
2,78071765243093
2,77979011725581
2,77883484876411
2,77789104161898
2,77699626250912
2,77617791009076
2,94358387017699
2,94350042248606
2,94339638008415
2,94318319238946
2,94278818631533
2,94216393065594
2,94129060283232
2,9409798380245
2,93961521684878
2,93806047025548
2,93635178865304
2,93452078972122
2,93259011574209
2,93057537569459
2,92848785208684
2,92631932321505
2,92416456943397
2,9220055740126
2,91990250288948
2,91793750764163
2,91620894015208
2,91481948329817
2,91300479989489
2,91164425583209
2,9144790861363
2,9152537854403
2,91609722352882
2,91796153103693
2,91914984618404
2,9202902665768
2,92122727563037
2,92232169008907
2,92266613200519
2,92317826429225
2,92282479512304
2,92221283803312
2,92148169389938
2,92074059477946
2,87994748905757
2,88444215606015
2,89008066777964
2,89593546901717
2,90142282543471
2,90595198215557
2,90903288088892
2,91021618937262
2,90923479791184
2,90604692010278
2,90076964288282
2,89380013338533
2,88572703498971
2,87722750177756
2,86901055767599
2,86177321800087
2,85598638518067
2,85197548972273
2,84982823496266
2,84942287142131
2,8504673320364
3,02668507552798
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
3,04768303636095
3,04976307617109
3,05240077424359
3,05556920886805
3,05920048811503
3,06318610307277
3,0673868178169
3,07164679793392
3,07580526656545
3,07970886688294
3,08322437777995
3,08624789744404
2,95661198523687
2,95770215820992
2,95846077581402
2,95809802613435
2,95844803005616
2,95838775088844
2,95826367246294
2,95813438533329
2,95803356174615
2,95796659802473
2,9579113394066
2,95781986221535
2,95762883808895
2,95726181039045
2,95664035067544
2,95569969897327
2,9544001680931
2,95274244456036
2,95077238513925
2,94797685239553
2,94568955035647
2,94346115984448
2,9414331045319
2,93829657791375
2,93696908775336
2,93608347842435
2,93560812699622
2,93546180836791
2,93551883455282
2,9356252743265
2,93562442159584
2,93538050478043
2,9347998584039
2,93383882297286
2,93252197580391
2,92927743382387
2,92753791919646
2,92575292009977
2,92403850582642
2,92248562363784
2,92115490423337
2,92006830325489
2,9192091948139
2,91852368424912
2,91793304749436
2,91733897379896
2,91664814899474
2,91578486689993
2,91470222024287
2,91342749862152
2,9119664834026
2,91138606934047
2,90992568601948
2,90862713123476
2,90758859552332
2,9068725833537
2,90650166746726
2,90644558420896
2,90663193424064
2,90695161904006
2,9072823423602
2,90748758687964
2,90744845531
2,90706601729983
2,90543496784601
2,90422935382404
2,9027069436844
2,90096895684238
2,89915885295086
2,89744592077263
2,89600313207246
2,89498630206162
2,89409954669548
2,89420563063424
2,89491793468243
2,89618129470494
2,89788731187905
2,8998872765017
2,9020293973715
2,9041649168953
2,90617668562327
2,90798947290531
2,9095708897697
2,91093782922674
2,9121432786951
2,91326781065087
2,91464391114191
2,91589134319368
2,91731687593266
2,91920052182069
2,92176461369346
2,92396895060891
2,92645858833897
2,9290636158878
2,93177770972808
2,9345358551152
2,93727651436325
2,93994910237756
2,9425136060406
2,94495003896144
2,94724505188369
2,94940266442938
2,95141840734473
2,95329375603939
2,95502315852996
2,95659765508211
2,95800069900472
2,9592118293705
2,96020468349106
2,96095213181852
2,96143142208026
2,96162786085113
2,96153825799192
2,96118137711606
2,96059944989653
2,95985124337101
2,95901599019062
2,95818570601844
2,9574521176795
2,95690066110996
2,95660111479392
2,9566008681532
2,95691959905515
2,95754059650729
2,9584165459526
2,95945288373054
2,96061274835226
2,9617299673386
2,9627208652147
2,96349636187877
2,96399307460281
2,9641768041601
2,96404870066216
2,96363900296213
2,96300468157566
2,96220847683571
2,96132463739831
2,96041621788793
2,95953264233001
2,95870401297504
2,95793727886963
2,95722503104167
2,95654745768845
2,95588805728949
2,95523493696723
2,95458961153269
2,95397037935154
2,9534082597803
2,95294320980391
2,95262143189181
2,95247799222813
2,95253290065219
2,95278141906802
2,95319524045806
2,95370969470904
2,95424549040188
2,95470605958478
2,95499438267272
2,9550261081672
2,95474428913125
2,9541274019567
2,9531910115642
2,95199179653025
2,95061605123719
2,94916531399723
2,94775504283539
2,94647972867503
2,94541699215961
2,94460938525474
2,94406199971557
2,94374190518925
3,17412788180624
3,17442900318228
3,17472644132982
3,17492441089706
3,17492889131252
3,1746615779762
3,17406723262466
3,17404501163797
3,17271450193874
3,1710643674292
3,16915990142041
3,16708461452177
3,16493748810163
3,16281937927152
3,16082502824107
3,15900529944782
3,15749994348297
3,156270189919
3,155316354864
3,15461668061691
3,15412695670583
3,15378970235914
3,1525556050456
3,15130461591352
3,15427925793953
3,15426607694397
3,15381094206227
3,15417301874603
3,15361893171586
3,15311711285166
3,15271786358411
3,15302645809081
3,1531169959075
3,15407514572188
3,15465372061572
3,15540264658771
3,15627269855495
3,15713738022291
3,11808583450558
3,16593619551445
3,18084007236216
3,19523929957529
3,20777070897107
3,21716897196215
3,2224184806224
3,22288085720589
3,21837548654418
3,20920812632604
3,19613099430102
3,18025234620016
3,16290472789577
3,14548567707456
3,12929807172517
3,11541167133594
3,10455785996925
3,09708019672161
3,09292699829999
3,0917078528399
3,09277733099076
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
3,28557101134844
3,2863702707438
3,28681760793773
3,21054582671438
3,21195419444705
3,21220908626762
3,21156422238011
3,21004237417218
3,20774544535066
3,20484171436904
3,20154670930912
3,19808982209257
3,19468775550301
3,1915117674399
3,18866955843527
3,18619968990881
3,18407933723308
3,18224346188756
3,18060311293078
3,17837033205752
3,17686351373792
3,17533647839912
3,17375117855249
3,17043512194001
3,16868929848584
3,16691007168467
3,16512484566148
3,16336304054326
3,16165518023553
3,16002258490788
3,15848614141123
3,15706126447209
3,15576906211125
3,15463074702317
3,15367803670239
3,15104142819728
3,15056284993216
3,15030371916218
3,15021983724496
3,15023634431709
3,15025346500274
3,15015550306866
3,14982325532198
3,14914322746545
3,14802171594602
3,14639418428949
3,14423867138297
3,14158278821475
3,13849931075527
3,13514306217998
3,13162684425667
3,12925874302395
3,12606252514859
3,12326005258255
3,12096129529894
3,11922353108716
3,11804746699795
3,11737937163659
3,11712273659102
3,11715077235963
3,11733157632489
3,11752508628517
3,11761448535302
3,11750247750995
3,11615419314843
3,11547509362169
3,11457823942208
3,11352708603685
3,11241619256086
3,11136178601916
3,11048857579045
3,109918712499
3,10928366459571
3,10957134431239
3,11038026803324
3,11171160142095
3,11352807875292
3,11575014466779
3,11827818818612
3,12098941124223
3,12375595341579
3,12645363738898
3,12896927808916
3,13121489838955
3,13312826452619
3,13468354186053
3,13616639513678
3,13708517125054
3,13778241008948
3,13862457484246
3,13995766188036
3,14071956172296
3,14179924478299
3,14315386170534
3,14490784457893
3,14708263989466
3,14965724281881
3,15256735015334
3,15571158507618
3,15895938743419
3,16215759126127
3,16515988743983
3,16781286690101
3,16999435493539
3,17161634115763
3,17263580054214
3,17305905339479
3,17294217406088
3,17238350528653
3,17151210937951
3,17047622336925
3,16943039359398
3,16851766155849
3,16786111555773
3,16755315525305
3,16763997042044
3,16812629135282
3,16897153803714
3,17009153325817
3,17137323694696
3,17268301889788
3,17388777225475
3,17486481021711
3,17551943478317
3,17579587723679
3,17565837734467
3,17521159766273
3,17446071340094
3,17353411575123
3,17255331857963
3,17163962036346
3,17089656133511
3,17040050415901
3,17018981885573
3,17026670356245
3,17059306977584
3,17110829910135
3,17173427585202
3,17239312876053
3,17301382985793
3,17354594981014
3,17396614602501
3,1742785837735
3,17451757366598
3,17473574568036
3,17499603006511
3,17535854610019
3,17587025880178
3,17655738569789
3,17741759889558
3,17842173777376
3,17951467433507
3,18062653381523
3,18167618928225
3,18257833760603
3,1832592870304
3,18365866420542
3,18373643559006
3,18347965672273
3,18290185670542
3,18204121412873
3,18096169027792
3,17974215030324
3,17847093124417
3,17723502239654
3,17611973102862
3,1751892244173
3,17449390776254
3,17405650847146
3,1738744060887
3,17391748532224
3,35361041702032
3,35307785092689
3,35235286087456
3,35146608620622
3,35045523361787
3,34936061074441
3,34821652670824
3,34811023938457
3,34689956838435
3,34567652849492
3,34443019123243
3,34314233413018
3,34179407102178
3,34037131149812
3,3388758829038
3,33730063495335
3,33578511215658
3,33432693750947
3,33301292044068
3,33194311045646
3,33120863198564
3,33087911581677
3,32985076184189
3,32918162842965
3,33373097508382
3,33509417921716
3,33600790783709
3,33765182529408
3,3377175434741
3,33698980963324
3,3352350265254
3,33293848828213
3,3289603360347
3,32462082824227
3,31874042612412
3,31232635984516
3,30579591339283
3,29952048033182
3,29696505756355
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
3,55191142584806
3,39052690692717
3,39246118017104
3,39351246162269
3,3936009133047
3,39274657368388
3,39106550834632
3,38876009720763
3,38608916320368
3,38333249533384
3,38075243029628
3,37855798167705
3,37687894321774
3,37575819393528
3,37515029185771
3,37493227177315
3,3741190799578
3,37408778192795
3,37382696747082
3,37313459887109
3,36996665268372
3,36804710708949
3,36554650995213
3,36258360715786
3,35934246267221
3,35604284036949
3,35290763096097
3,35013523418631
3,34787386094207
3,34620961894354
3,34515855138993
3,34467268416718
3,34245645980121
3,3427516552313
3,34313420898057
3,34338330014879
3,34329690905957
3,3427174187434
3,34155306937239
3,33978534629937
3,33746352150498
3,33469230870468
3,33160954525744
3,32837220992813
3,32513898055951
3,32205150379058
3,31926804581054
3,31682344958195
3,31606522602508
3,31452359881327
3,31338387589142
3,31256585494935
3,31196073902748
3,3114506273558
3,31092536571778
3,31029809819557
3,30950872738298
3,30854443594516
3,30740781445324
3,30613065668275
3,3047500804595
3,30219488624107
3,30069625850803
3,2992536085246
3,29789660514511
3,29665110274414
3,29554528742485
3,2946065614668
3,29386997957101
3,29283961809526
3,29260003158111
3,29269533658269
3,29317098126976
3,29406153616544
3,29537679784868
3,29711537080311
3,29923999214142
3,30169323949721
3,30439336341937
3,3072373697828
